bhsa_node,ref,sentence,text_full,lxx,lxx_tm,esv,esv_TAM,esv_verse,niv,niv_TAM,niv_verse
296743,Amos 5:14,וִיהִי־כֵ֞ן יְהוָ֧ה אֱלֹהֵֽי־צְבָאֹ֛ות אִתְּכֶ֖ם כַּאֲשֶׁ֥ר אֲמַרְתֶּֽם׃ ,אֲמַרְתֶּֽם,εἴπατε,aorist indc,you have said,PAST..IND,"Seek good , and not evil , that you may live ; and so the Lord , the God of hosts , will be with you , as you have said .",you say,PRES..IND,"Seek good , not evil , that you may live . Then the LORD God Almighty will be with you , just as you say he is ."
296799,Amos 5:17,אָמַ֥ר יְהוָֽה׃ ס ,אָמַ֥ר,εἶπεν,aorist indc,says,PRES..IND,"and in all vineyards there shall be wailing , for I will pass through your midst , ” says the Lord .",says,PRES..IND,"There will be wailing in all the vineyards , for I will pass through your midst , ” says the LORD ."
296955,Amos 6:1,וּבָ֥אוּ לָהֶ֖ם בֵּ֥ית יִשְׂרָאֵֽל׃ ,בָ֥אוּ,εἰσῆλθον,aorist indc,comes,PRES..IND,"“ Woe to those who are at ease in Zion , and to those who feel secure on the mountain of Samaria , the notable men of the first of the nations , to whom the house of Israel comes !",come,PRES..IMPV,"Woe to you who are complacent in Zion , and to you who feel secure on Mount Samaria , you notable men of the foremost nation , to whom the people of Israel come !"
299889,Micah 2:4,שָׁדֹ֣וד נְשַׁדֻּ֔נוּ ,נְשַׁדֻּ֔נוּ,ἐταλαιπωρήσαμεν,aorist indc,We are utterly ruined,PRES..IND,"In that day they shall take up a taunt song against you and moan bitterly , and say , “ We are utterly ruined ; he changes the portion of my people ; how he removes it from me ! To an apostate he allots our fields . ”",We are utterly ruined,PRES..IND,In that day men will ridicule you ; they will taunt you with this mournful song : ‘ We are utterly ruined ; my people’s possession is divided up . He takes it from me ! He assigns our fields to traitors . ’ ”
300034,Micah 2:13,פָּֽרְצוּ֙ ,פָּֽרְצוּ֙,διέκοψαν,aorist indc,they break through,PRES..IND,"He who opens the breach goes up before them ; they break through and pass the gate , going out by it . Their king passes on before them , the Lord at their head .",they will break through,FUT..IND,"One who breaks open the way will go up before them ; they will break through the gate and go out . Their king will pass through before them , the LORD at their head . ”"
300084,Micah 3:3,הֲלֹ֣וא לָכֶ֔ם לָדַ֖עַת אֶת־הַמִּשְׁפָּֽט׃ שֹׂ֥נְאֵי טֹ֖וב וְאֹ֣הֲבֵי רָ֑ע גֹּזְלֵ֤י עֹורָם֙ מֵֽעֲלֵיהֶ֔ם וּשְׁאֵרָ֖ם מֵעַ֥ל עַצְמֹותָֽם׃ וַאֲשֶׁ֣ר אָכְלוּ֮ שְׁאֵ֣ר עַמִּי֒ וְעֹורָם֙ מֵעֲלֵיהֶ֣ם הִפְשִׁ֔יטוּ וְאֶת־עַצְמֹֽתֵיהֶ֖ם פִּצֵּ֑חוּ וּפָרְשׂוּ֙ כַּאֲשֶׁ֣ר בַּסִּ֔יר וּכְבָשָׂ֖ר בְּתֹ֥וךְ קַלָּֽחַת׃ ,אָכְלוּ֮,κατέφαγον,aorist indc,eat,PRES..IND,"who eat the flesh of my people , and flay their skin from off them , and break their bones in pieces and chop them up like meat in a pot , like flesh in a cauldron .",eat,PRES..IND,"who eat my people’s flesh , strip off their skin and break their bones in pieces ; who chop them up like meat for the pan , like flesh for the pot . ”"
300097,Micah 3:3,הֲלֹ֣וא לָכֶ֔ם לָדַ֖עַת אֶת־הַמִּשְׁפָּֽט׃ שֹׂ֥נְאֵי טֹ֖וב וְאֹ֣הֲבֵי רָ֑ע גֹּזְלֵ֤י עֹורָם֙ מֵֽעֲלֵיהֶ֔ם וּשְׁאֵרָ֖ם מֵעַ֥ל עַצְמֹותָֽם׃ וַאֲשֶׁ֣ר אָכְלוּ֮ שְׁאֵ֣ר עַמִּי֒ וְעֹורָם֙ מֵעֲלֵיהֶ֣ם הִפְשִׁ֔יטוּ וְאֶת־עַצְמֹֽתֵיהֶ֖ם פִּצֵּ֑חוּ וּפָרְשׂוּ֙ כַּאֲשֶׁ֣ר בַּסִּ֔יר וּכְבָשָׂ֖ר בְּתֹ֥וךְ קַלָּֽחַת׃ ,פָרְשׂוּ֙,ἐμέλισαν,aorist indc,chop up,PRES..IMPV,"who eat the flesh of my people , and flay their skin from off them , and break their bones in pieces and chop them up like meat in a pot , like flesh in a cauldron .",chop up,PRES..IND,"who eat my people’s flesh , strip off their skin and break their bones in pieces ; who chop them up like meat for the pan , like flesh for the pot . ”"
300154,Micah 3:5,וַאֲשֶׁר֙ לֹא־יִתֵּ֣ן עַל־פִּיהֶ֔ם וְקִדְּשׁ֥וּ עָלָ֖יו מִלְחָמָֽה׃ ,קִדְּשׁ֥וּ,ἤγειραν,aorist indc,declare,PRES..IMPV,"Thus says the Lord concerning the prophets who lead my people astray , who cry “ Peace ” when they have something to eat , but declare war against him who puts nothing into their mouths .",they prepare,PRES..IND,"This is what the LORD says : “ As for the prophets who lead my people astray , if one feeds them , they proclaim ‘ peace ’ ; if he does not , they prepare to wage war against him ."
300489,Micah 4:9,כִּֽי־הֶחֱזִיקֵ֥ךְ חִ֖יל כַּיֹּולֵדָֽה׃ ,הֶחֱזִיקֵ֥ךְ,κατεκράτησάν,aorist indc,seized,PAST..IND,"Now why do you cry aloud ? Is there no king in you ? Has your counselor perished , that pain seized you like a woman in labor ?",seizes,PRES..IND,"Why do you now cry aloud — have you no king ? Has your counsellor perished , that pain seizes you like that of a woman in labour ?"
300526,Micah 4:11,וְעַתָּ֛ה נֶאֶסְפ֥וּ עָלַ֖יִךְ גֹּויִ֣ם רַבִּ֑ים הָאֹמְרִ֣ים ,נֶאֶסְפ֥וּ,ἐπισυνήχθη,aorist indc,are assembled,PRES..IND,"Now many nations are assembled against you , saying , “ Let her be defiled , and let our eyes gaze upon Zion . ”",are gathered,PRES..IND,"But now many nations are gathered against you . They say , “ Let her be defiled , let our eyes gloat over Zion ! ”"
300549,Micah 4:12,כִּ֥י קִבְּצָ֖ם כֶּעָמִ֥יר גֹּֽרְנָה׃ ,קִבְּצָ֖ם,συνήγαγεν,aorist indc,he has gathered,PRES.PERF.IND,"But they do not know the thoughts of the Lord ; they do not understand his plan , that he has gathered them as sheaves to the threshing floor .",he gathers,PRES..IND,"But they do not know the thoughts of the LORD ; they do not understand his plan , he who gathers them like sheaves to the threshing-floor ."
300588,Micah 4:14,מָצֹ֖ור שָׂ֣ם עָלֵ֑ינוּ ,שָׂ֣ם,ἔταξεν,aorist indc,is laid,PRES..IND,"Now muster your troops , O daughter of troops ; siege is laid against us ; with a rod they strike the judge of Israel on the cheek .",is laid,PRES..IND,"Marshal your troops , O city of troops , for a siege is laid against us . They will strike Israel’s ruler on the cheek with a rod ."
301116,Micah 7:1,כִּ֤י הָיִ֨יתִי֙ כְּאָסְפֵּי־קַ֔יִץ כְּעֹלְלֹ֖ת בָּצִ֑יר ,הָיִ֨יתִי֙,ἐγενόμην,aorist indc,I have become,PRES.PERF.IND,"Woe is me ! For I have become as when the summer fruit has been gathered , as when the grapes have been gleaned : there is no cluster to eat , no first-ripe fig that my soul desires .",I am,PRES..IND,"What misery is mine ! I am like one who gathers summer fruit at the gleaning of the vineyard ; there is no cluster of grapes to eat , none of the early figs that I crave ."
301402,Micah 7:18,לֹא־הֶחֱזִ֤יק לָעַד֙ אַפֹּ֔ו ,הֶחֱזִ֤יק,συνέσχεν,aorist indc,He does retain,PRES..IND,"Who is a God like you , pardoning iniquity and passing over transgression for the remnant of his inheritance ? He does not retain his anger forever , because he delights in steadfast love .",You do stay,PRES..IMPV,"Who is a God like you , who pardons sin and forgives the transgression of the remnant of his inheritance ? You do not stay angry forever but delight to show mercy ."
301507,Nahum 1:5,וְהַגְּבָעֹ֖ות הִתְמֹגָ֑גוּ ,הִתְמֹגָ֑גוּ,ἐσαλεύθησαν,aorist indc,melt,,"The mountains quake before him ; the hills melt ; the earth heaves before him , the world and all who dwell in it .",melt away,PRES..IND,"The mountains quake before him and the hills melt away . The earth trembles at his presence , the world and all who live in it ."
301539,Nahum 1:6,וְהַצֻּרִ֖ים נִתְּצ֥וּ מִמֶּֽנּוּ׃ ,נִתְּצ֥וּ,διεθρύβησαν,aorist indc,are broken into pieces,PRES..IND,"Who can stand before his indignation ? Who can endure the heat of his anger ? His wrath is poured out like fire , and the rocks are broken into pieces by him .",are shattered,PRES..IND,Who can withstand his indignation ? Who can endure his fierce anger ? His wrath is poured out like fire ; the rocks are shattered before him .
301665,Nahum 2:2,עָלָ֥ה מֵפִ֛יץ עַל־פָּנַ֖יִךְ ,עָלָ֥ה,ἀνέβη,aorist indc,has come up,PRES.PERF.IND,The scatterer has come up against you . Man the ramparts ; watch the road ; dress for battle ; collect all your strength .,advances,PRES..IND,"An attacker advances against you , [ Nineveh ] . Guard the fortress , watch the road , brace yourselves , marshal all your strength !"
301743,Nahum 2:7,שַׁעֲרֵ֥י הַנְּהָרֹ֖ות נִפְתָּ֑חוּ ,נִפְתָּ֑חוּ,διηνοίχθησαν,aorist indc,are opened,PRES..IND,The river gates are opened ; the palace melts away ;,are thrown open,PRES..IND,The river gates are thrown open and the palace collapses .
301747,Nahum 2:7,וְהַֽהֵיכָ֖ל נָמֹֽוג׃ ,נָמֹֽוג,διέπεσεν,aorist indc,melts away,PRES..IND,The river gates are opened ; the palace melts away ;,collapses,PRES..IND,The river gates are thrown open and the palace collapses .
301750,Nahum 2:8,גֻּלְּתָ֣ה ,גֻּלְּתָ֣ה,ἀπεκαλύφθη,aorist indc,is stripped,PRES..IND,"its mistress is stripped ; she is carried off , her slave girls lamenting , moaning like doves and beating their breasts .",be exiled,PRES..IMPV,It is decreed that [ the city ] be exiled and carried away . Its slave girls moan like doves and beat upon their breasts .
302119,Nahum 3:16,יֶ֥לֶק פָּשַׁ֖ט ,פָּשַׁ֖ט,ὥρμησεν,aorist indc,spreads,PRES..IND,You increased your merchants more than the stars of the heavens . The locust spreads its wings and flies away .,they strip,PRES..IND,"You have increased the number of your merchants till they are more than the stars of the sky , but like locusts they strip the land and then fly away ."
302140,Nahum 3:17,שֶׁ֤מֶשׁ זָֽרְחָה֙ ,זָֽרְחָה֙,ἀνέτειλεν,aorist indc,rises,PRES..IND,"Your princes are like grasshoppers , your scribes like clouds of locusts settling on the fences in a day of cold — when the sun rises , they fly away ; no one knows where they are .",appears,PRES..IND,"Your guards are like locusts , your officials like swarms of locusts that settle in the walls on a cold day — but when the sun appears they fly away , and no-one knows where ."
302142,Nahum 3:17,וְנֹודַ֔ד ,נֹודַ֔ד,ἀφήλατο,aorist indc,they fly away,PRES..IND,"Your princes are like grasshoppers , your scribes like clouds of locusts settling on the fences in a day of cold — when the sun rises , they fly away ; no one knows where they are .",they fly away,PRES..IND,"Your guards are like locusts , your officials like swarms of locusts that settle in the walls on a cold day — but when the sun appears they fly away , and no-one knows where ."
302145,Nahum 3:17,וְלֹֽא־נֹודַ֥ע מְקֹומֹ֖ו אַיָּֽם׃ ,נֹודַ֥ע,ἔγνω,aorist indc,knows,PRES..IND,"Your princes are like grasshoppers , your scribes like clouds of locusts settling on the fences in a day of cold — when the sun rises , they fly away ; no one knows where they are .",knows,PRES..IND,"Your guards are like locusts , your officials like swarms of locusts that settle in the walls on a cold day — but when the sun appears they fly away , and no-one knows where ."
302148,Nahum 3:18,נָמ֤וּ רֹעֶ֨יךָ֙ מֶ֣לֶךְ אַשּׁ֔וּר ,נָמ֤וּ,ἐνύσταξαν,aorist indc,are asleep,PRES..IND,"Your shepherds are asleep , O king of Assyria ; your nobles slumber . Your people are scattered on the mountains with none to gather them .",slumber,,"O king of Assyria , your shepherds slumber ; your nobles lie down to rest . Your people are scattered on the mountains with no-one to gather them ."
302154,Nahum 3:18,נָפֹ֧שׁוּ עַמְּךָ֛ עַל־הֶהָרִ֖ים ,נָפֹ֧שׁוּ,ἀπῆρεν,aorist indc,are scattered,PRES..IND,"Your shepherds are asleep , O king of Assyria ; your nobles slumber . Your people are scattered on the mountains with none to gather them .",are scattered,PRES..IND,"O king of Assyria , your shepherds slumber ; your nobles lie down to rest . Your people are scattered on the mountains with no-one to gather them ."
302412,Habakkuk 1:15,כֻּלֹּה֙ בְּחַכָּ֣ה הֵֽעֲלָ֔ה ,הֵֽעֲלָ֔ה,ἀνέσπασεν,aorist indc,He brings up,PRES..IND,He brings all of them up with a hook ; he drags them out with his net ; he gathers them in his dragnet ; so he rejoices and is glad .,pulls up,PRES..IND,"The wicked foe pulls all of them up with hooks , he catches them in his net , he gathers them up in his drag-net ; and so he rejoices and is glad ."
302810,Habakkuk 3:2,יְהוָ֗ה שָׁמַ֣עְתִּי שִׁמְעֲךָ֮ יָרֵאתִי֒ יְהוָ֗ה פָּֽעָלְךָ֙ ,יָרֵאתִי֒,ἐφοβήθην,aorist indc,do I fear,PRES..IMPV,"O Lord , I have heard the report of you , and your work , O Lord , do I fear . In the midst of the years revive it ; in the midst of the years make it known ; in wrath remember mercy .",I stand in awe,PRES..IND,"LORD , I have heard of your fame ; I stand in awe of your deeds , O LORD . Renew them in our day , in our time make them known ; in wrath remember mercy ."
